Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing costs,Defect rates,Transportation modes,Routes,Costs,Inspection results,Profit,Cost_per_Shipment,Inventory_Gap,Revenue_per_Product,Profit_Margin,Total_Lead_Time
Fragrances,SKU-000234,167.49,1,163,27300.87,684,11.48,156,14.81,USPS,87.54,Supplier G,San Francisco,4976,124.66,3.13,Sea,Route C,130.71,Pass,27176.21,0.5575796178343949,528,166.46871951219512,99.54338451485246,26.29
Skincare,SKU-000235,17.03,1,164,2792.92,966,25.93,173,4.9,DHL,67.88,Supplier E,Atlanta,1551,25.69,5.98,Road,Route B,307.95,Pass,2767.23,0.39011494252873563,793,16.92678787878788,99.08017415464818,30.83
Haircare,SKU-000236,123.29,0,439,54124.31,918,12.8,407,6.54,USPS,46.23,Supplier E,New York,4754,49.88,4.36,Road,Route C,492.73,Pass,54074.43,0.11330882352941175,511,123.00979545454545,99.90784178126245,19.34
Skincare,SKU-000237,53.7,0,372,19976.4,151,10.52,228,10.62,UPS,82.85,Supplier C,Los Angeles,3530,87.52,9.81,Road,Route C,180.93,Pass,19888.88,0.3617903930131004,-77,53.556032171581776,99.56188302196591,21.14
Fragrances,SKU-000238,32.91,1,457,15039.87,802,14.17,291,12.41,Amazon Logistics,91.03,Supplier G,San Francisco,3107,40.67,3.56,Road,Route E,407.46,Fail,14999.2,0.31174657534246575,511,32.8381441048035,99.72958542859746,26.58
Accessories,SKU-000239,24.62,1,484,11916.08,882,23.11,162,6.84,FedEx,16.38,Supplier A,Seattle,3224,77.09,6.14,Air,Route D,270.72,Fail,11838.99,0.10049079754601227,720,24.56923711340206,99.35305905969078,29.95
Accessories,SKU-000240,142.29,1,243,34576.47,240,4.65,88,5.34,DHL,55.53,Supplier D,New York,1853,122.35,3.12,Air,Route B,67.91,Fail,34454.12,0.6239325842696629,152,141.70684426229508,99.64614664249994,9.99
Cosmetics,SKU-000241,74.58,1,60,4474.8,778,6.7,266,14.13,Amazon Logistics,32.03,Supplier A,San Francisco,1712,73.23,9.91,Rail,Route A,393.36,Fail,4401.570000000001,0.1199625468164794,512,73.35737704918033,98.36350227943149,20.830000000000002
Skincare,SKU-000242,147.71,1,315,46528.65,612,28.59,280,10.48,UPS,9.47,Supplier G,Chicago,3375,142.6,4.45,Sea,Route C,125.86,Pass,46386.05,0.033701067615658366,332,147.24256329113925,99.6935221632263,39.07
Skincare,SKU-000243,22.42,0,271,6075.82,853,6.09,98,2.67,USPS,68.51,Supplier H,Boston,655,127.89,6.34,Rail,Route A,334.16,Pass,5947.929999999999,0.6920202020202021,755,22.337573529411763,97.89509893314812,8.76
Cosmetics,SKU-000244,69.91,1,324,22650.84,130,17.46,544,1.96,FedEx,86.96,Supplier F,Atlanta,4351,53.29,1.27,Rail,Route D,88.55,Pass,22597.55,0.15955963302752293,-414,69.69489230769231,99.76473278695183,19.42
Cosmetics,SKU-000245,112.5,0,134,15075.0,538,17.8,349,7.77,DHL,20.48,Supplier E,Houston,2149,62.99,7.33,Road,Route C,476.09,Fail,15012.01,0.05851428571428571,189,111.66666666666667,99.58215588723051,25.57
Cosmetics,SKU-000246,160.24,1,408,65377.92,944,15.2,208,4.08,Amazon Logistics,82.18,Supplier C,Chicago,924,66.38,2.69,Sea,Route A,181.28,Fail,65311.54,0.3932057416267943,736,159.8482151589242,99.89846725010524,19.28
Fragrances,SKU-000247,70.56,0,254,17922.24,137,19.7,114,4.56,Amazon Logistics,86.07,Supplier B,New York,2949,95.8,4.49,Road,Route E,151.91,Pass,17826.440000000002,0.7484347826086956,23,70.28329411764706,99.46546860213901,24.259999999999998
Skincare,SKU-000248,128.92,1,39,5027.88,243,7.66,27,13.29,FedEx,91.86,Supplier A,Dallas,3130,46.59,8.83,Air,Route A,108.11,Pass,4981.29,3.2807142857142857,216,125.697,99.07336690613141,20.95
Fragrances,SKU-000249,178.34,1,435,77577.9,153,17.03,86,2.25,USPS,30.2,Supplier E,San Francisco,1181,145.54,9.71,Rail,Route E,475.7,Fail,77432.36,0.3471264367816092,67,177.93096330275228,99.81239502487178,19.28
Cosmetics,SKU-000250,127.01,0,494,62742.94,832,11.79,515,11.02,UPS,90.88,Supplier D,Seattle,3425,93.26,4.25,Sea,Route B,370.36,Pass,62649.68,0.17612403100775192,317,126.75341414141414,99.85136176277362,22.81
Skincare,SKU-000251,54.26,0,131,7108.06,145,20.19,210,4.8,USPS,35.46,Supplier C,Seattle,592,62.91,8.35,Air,Route D,383.75,Fail,7045.150000000001,0.1680568720379147,-65,53.848939393939396,99.11494838254039,24.990000000000002
Fragrances,SKU-000252,14.64,1,134,1961.76,472,5.1,385,11.64,USPS,57.47,Supplier B,Dallas,4864,98.53,0.53,Rail,Route A,274.73,Pass,1863.23,0.1488860103626943,87,14.531555555555556,94.97746921132045,16.740000000000002
Fragrances,SKU-000253,175.32,1,46,8064.72,940,17.56,540,11.11,USPS,9.8,Supplier A,New York,174,62.33,8.48,Sea,Route C,263.63,Pass,8002.39,0.01811460258780037,400,171.58978723404255,99.22712753821583,28.669999999999998
Cosmetics,SKU-000254,14.04,1,179,2513.16,247,6.37,136,1.1,FedEx,9.17,Supplier D,Seattle,3091,123.58,6.3,Rail,Route D,99.51,Pass,2389.58,0.06693430656934307,111,13.962,95.08268474748922,7.470000000000001
Skincare,SKU-000255,176.19,1,133,23433.27,50,9.08,286,8.13,FedEx,73.44,Supplier B,Miami,3460,87.34,4.89,Sea,Route A,301.93,Pass,23345.93,0.25588850174216027,-236,174.87514925373134,99.62728206520046,17.21
Cosmetics,SKU-000256,110.5,1,366,40443.0,456,7.34,504,2.95,UPS,47.23,Supplier F,Seattle,470,11.09,8.9,Rail,Route C,161.11,Pass,40431.91,0.09352475247524752,-48,110.19891008174388,99.97257869099721,10.29
Skincare,SKU-000257,188.42,0,44,8290.48,427,6.3,528,13.13,USPS,29.35,Supplier E,Atlanta,4782,30.63,8.45,Road,Route C,489.72,Pass,8259.85,0.0554820415879017,-101,184.23288888888888,99.6305400893555,19.43
Accessories,SKU-000258,161.77,0,96,15529.92,216,24.95,317,13.2,FedEx,23.09,Supplier F,Miami,428,130.42,2.97,Rail,Route C,408.46,Pass,15399.5,0.07261006289308176,-101,160.10226804123712,99.16020172673137,38.15
Haircare,SKU-000259,199.61,1,143,28544.23,558,9.29,183,6.86,UPS,68.65,Supplier E,Los Angeles,4785,86.62,7.91,Rail,Route C,235.85,Pass,28457.61,0.3730978260869566,375,198.22381944444444,99.6965411223214,16.15
Haircare,SKU-000260,76.64,0,205,15711.2,687,27.89,395,7.22,UPS,5.04,Supplier D,Los Angeles,1890,142.8,0.99,Sea,Route A,118.1,Pass,15568.400000000001,0.012727272727272728,292,76.26796116504855,99.0910942512348,35.11
Haircare,SKU-000261,155.77,0,283,44082.91,362,29.13,287,5.25,USPS,81.56,Supplier H,San Francisco,876,15.5,8.23,Sea,Route B,403.4,Pass,44067.41,0.28319444444444447,75,155.22151408450705,99.96483898181859,34.379999999999995
Cosmetics,SKU-000262,86.37,0,210,18137.7,642,17.57,568,11.03,DHL,12.53,Supplier F,Miami,2122,47.81,6.75,Road,Route E,104.92,Pass,18089.89,0.022021089630931457,74,85.960663507109,99.73640538767317,28.6
Accessories,SKU-000263,101.18,1,378,38246.04,467,5.15,93,6.02,USPS,23.19,Supplier E,Chicago,4774,33.06,0.88,Sea,Route E,135.2,Pass,38212.98,0.24670212765957447,374,100.91303430079157,99.91355967833533,11.17
Skincare,SKU-000264,129.23,0,294,37993.62,812,11.86,527,4.75,DHL,41.69,Supplier C,San Francisco,4416,85.31,6.83,Rail,Route E,145.18,Pass,37908.310000000005,0.07895833333333332,285,128.79193220338985,99.77546230130217,16.61
Fragrances,SKU-000265,176.0,1,86,15136.0,730,24.13,92,7.05,UPS,51.06,Supplier D,Chicago,1287,60.5,5.81,Sea,Route B,300.6,Pass,15075.5,0.5490322580645162,638,173.97701149425288,99.60029069767442,31.18
Skincare,SKU-000266,196.98,0,68,13394.64,526,11.65,327,2.28,FedEx,38.72,Supplier E,Atlanta,1603,27.8,5.95,Sea,Route C,404.18,Fail,13366.84,0.11804878048780487,199,194.12521739130435,99.7924542951509,13.93
Fragrances,SKU-000267,155.97,1,440,68626.8,122,3.52,218,11.45,Amazon Logistics,35.47,Supplier A,Boston,3391,98.2,2.91,Sea,Route C,191.44,Pass,68528.6,0.1619634703196347,-96,155.61632653061224,99.8569072140913,14.969999999999999
Skincare,SKU-000268,89.38,0,135,12066.3,190,17.15,149,1.18,UPS,96.57,Supplier E,New York,3425,82.76,2.66,Road,Route D,88.1,Pass,11983.539999999999,0.6437999999999999,41,88.72279411764706,99.31412280483661,18.33
Accessories,SKU-000269,90.06,1,410,36924.6,631,25.51,591,10.02,FedEx,65.95,Supplier F,Miami,287,44.84,7.63,Road,Route E,259.04,Fail,36879.76,0.11140202702702703,40,89.84087591240876,99.87856334259546,35.53
Fragrances,SKU-000270,150.14,1,118,17716.52,311,24.08,506,3.56,UPS,7.23,Supplier C,Dallas,1314,74.57,2.57,Air,Route E,386.65,Pass,17641.95,0.0142603550295858,-195,148.8783193277311,99.57909341112138,27.639999999999997
Cosmetics,SKU-000271,55.37,0,233,12901.21,389,6.08,170,4.25,USPS,45.87,Supplier B,Houston,3386,113.13,4.46,Road,Route C,149.75,Pass,12788.08,0.26824561403508773,219,55.133376068376066,99.12310550715786,10.33
Skincare,SKU-000272,30.99,1,287,8894.13,357,20.51,225,9.9,DHL,88.13,Supplier H,New York,3546,34.76,6.95,Road,Route E,148.97,Pass,8859.369999999999,0.3899557522123894,132,30.88239583333333,99.60918043698484,30.410000000000004
Skincare,SKU-000273,77.38,1,77,5958.26,294,7.39,198,14.9,UPS,33.64,Supplier B,Atlanta,1209,47.47,0.8,Road,Route C,476.25,Pass,5910.79,0.16904522613065326,96,76.38794871794872,99.20329089365015,22.29
Fragrances,SKU-000274,64.58,1,78,5037.24,564,7.33,216,11.89,FedEx,13.98,Supplier E,Miami,2621,55.19,5.95,Rail,Route C,479.37,Pass,4982.05,0.06442396313364056,348,63.76253164556962,98.90436032430459,19.22
Cosmetics,SKU-000275,66.3,1,174,11536.2,386,26.35,108,4.16,USPS,77.05,Supplier B,Los Angeles,3979,113.28,5.89,Air,Route C,495.71,Pass,11422.92,0.7068807339449541,278,65.92114285714287,99.01804753731732,30.51
Cosmetics,SKU-000276,54.39,1,498,27086.22,624,8.24,453,3.46,Amazon Logistics,62.57,Supplier E,New York,630,127.8,6.84,Rail,Route A,413.45,Pass,26958.420000000002,0.1378193832599119,171,54.281002004008016,99.52817336638336,11.7
Accessories,SKU-000277,18.0,1,314,5652.0,610,8.63,202,13.13,USPS,59.18,Supplier C,Chicago,1170,59.58,3.7,Road,Route A,134.68,Fail,5592.42,0.2915270935960591,408,17.942857142857143,98.94585987261146,21.76
Cosmetics,SKU-000278,13.4,1,406,5440.4,125,1.02,228,7.22,DHL,10.09,Supplier B,Dallas,3236,48.01,4.49,Road,Route A,145.39,Pass,5392.389999999999,0.04406113537117904,-103,13.367076167076165,99.11752812293213,8.24
Cosmetics,SKU-000279,197.67,1,171,33801.57,929,26.25,512,2.92,USPS,18.35,Supplier F,New York,1062,133.97,3.3,Air,Route A,203.1,Pass,33667.6,0.03576998050682261,417,196.52075581395349,99.60365746324801,29.17
Cosmetics,SKU-000280,91.28,0,374,34138.72,224,23.99,149,13.07,Amazon Logistics,64.14,Supplier F,Houston,1505,149.91,8.08,Air,Route B,193.16,Fail,33988.81,0.4276,75,91.03658666666666,99.56087984552437,37.06
Haircare,SKU-000281,83.02,0,351,29140.02,158,19.19,32,12.43,FedEx,24.74,Supplier A,Atlanta,3237,102.2,1.31,Sea,Route D,480.44,Pass,29037.82,0.7496969696969696,126,82.78414772727272,99.64927958182595,31.62
Accessories,SKU-000282,139.13,1,318,44243.34,232,22.76,125,14.77,UPS,52.89,Supplier E,Atlanta,616,148.55,9.63,Road,Route D,405.08,Pass,44094.78999999999,0.4197619047619048,107,138.69385579937304,99.66424325107461,37.53
Skincare,SKU-000283,51.47,1,388,19970.36,241,5.41,394,13.74,DHL,56.76,Supplier B,San Francisco,3264,100.7,6.35,Road,Route C,375.8,Fail,19869.66,0.14369620253164556,-153,51.33768637532134,99.49575270550956,19.15
Fragrances,SKU-000284,190.49,0,352,67052.48,114,14.29,118,12.93,Amazon Logistics,31.93,Supplier F,Atlanta,1591,111.35,8.87,Rail,Route E,133.68,Pass,66941.12999999999,0.26831932773109246,-4,189.95036827195466,99.83393604531852,27.22
Skincare,SKU-000285,159.41,0,444,70778.04,898,11.19,211,1.74,DHL,95.1,Supplier G,San Francisco,3789,61.36,4.26,Sea,Route A,459.29,Pass,70716.68,0.44858490566037734,687,159.05177528089885,99.91330644363704,12.93
Accessories,SKU-000286,26.99,0,396,10688.04,523,3.72,344,2.46,USPS,85.03,Supplier C,Atlanta,4328,67.78,3.32,Road,Route D,422.54,Pass,10620.26,0.24646376811594203,179,26.922015113350128,99.36583321170205,6.18
Fragrances,SKU-000287,89.34,1,51,4556.34,832,15.1,486,8.97,DHL,73.63,Supplier H,Houston,4509,25.9,9.01,Rail,Route D,123.64,Fail,4530.4400000000005,0.15119096509240246,346,87.62192307692308,99.43156129700594,24.07
Accessories,SKU-000288,177.03,0,363,64261.89,149,27.7,386,8.44,Amazon Logistics,12.41,Supplier C,Atlanta,690,124.3,0.99,Air,Route A,442.03,Fail,64137.59,0.0320671834625323,-237,176.54365384615383,99.80657276030941,36.14
Cosmetics,SKU-000289,189.5,1,425,80537.5,593,2.16,337,7.41,UPS,15.08,Supplier G,Dallas,1643,140.0,1.17,Rail,Route B,172.51,Pass,80397.5,0.04461538461538461,256,189.05516431924883,99.82616793419214,9.57
Fragrances,SKU-000290,98.81,1,118,11659.58,913,9.45,163,6.56,UPS,51.81,Supplier G,Boston,3156,95.4,2.99,Road,Route B,86.39,Pass,11564.18,0.31591463414634147,750,97.97966386554621,99.18178870937032,16.009999999999998
Cosmetics,SKU-000291,126.55,0,60,7593.0,177,7.02,403,7.04,DHL,20.27,Supplier A,Los Angeles,2306,54.83,9.6,Rail,Route D,345.57,Pass,7538.17,0.05017326732673267,-226,124.47540983606558,99.27788752798631,14.059999999999999
Skincare,SKU-000292,41.74,1,259,10810.66,501,7.91,235,8.97,FedEx,97.94,Supplier C,Dallas,3439,27.33,6.33,Rail,Route B,344.21,Pass,10783.33,0.415,266,41.57946153846154,99.74719397335593,16.880000000000003
Skincare,SKU-000293,198.32,1,350,69412.0,963,27.34,380,1.03,DHL,20.06,Supplier C,Atlanta,2808,43.45,5.54,Sea,Route A,92.72,Pass,69368.55,0.0526509186351706,583,197.75498575498577,99.93740275456695,28.37
Fragrances,SKU-000294,54.02,1,439,23714.78,418,14.57,343,4.65,USPS,51.31,Supplier B,Miami,4129,42.03,7.05,Sea,Route D,193.48,Fail,23672.75,0.14915697674418604,75,53.89722727272727,99.82276875433801,19.22
Fragrances,SKU-000295,189.12,1,392,74135.04,900,14.52,34,8.26,UPS,39.59,Supplier E,Chicago,847,93.96,4.17,Air,Route A,496.77,Pass,74041.07999999999,1.1311428571428572,866,188.6387786259542,99.87325831347766,22.78
Accessories,SKU-000296,133.43,0,30,4002.9,92,23.06,236,11.11,UPS,65.74,Supplier D,Boston,900,142.03,7.58,Sea,Route B,355.29,Fail,3860.87,0.2773839662447257,-144,129.1258064516129,96.45182242873916,34.17
Accessories,SKU-000297,125.47,0,309,38770.23,933,5.48,511,3.44,UPS,17.26,Supplier H,Los Angeles,1597,12.0,3.93,Rail,Route A,378.53,Pass,38758.23,0.0337109375,422,125.06525806451614,99.96904841678783,8.92
Cosmetics,SKU-000298,107.41,1,148,15896.68,468,15.13,566,8.66,FedEx,45.88,Supplier C,Chicago,1479,5.15,8.26,Sea,Route B,145.81,Pass,15891.53,0.08091710758377425,-98,106.68912751677853,99.96760329829877,23.79
Fragrances,SKU-000299,53.83,1,368,19809.44,537,13.47,202,11.0,FedEx,31.1,Supplier H,Dallas,779,92.03,2.67,Road,Route B,85.45,Fail,19717.41,0.15320197044334977,335,53.684119241192406,99.53542351525334,24.47
Skincare,SKU-000300,43.54,0,333,14498.82,127,18.31,289,7.22,Amazon Logistics,89.34,Supplier H,Houston,3870,46.19,2.78,Rail,Route A,174.61,Pass,14452.63,0.3080689655172414,-162,43.409640718562876,99.68142235023264,25.529999999999998
Accessories,SKU-000301,51.89,1,394,20444.66,875,29.99,486,1.38,DHL,8.86,Supplier H,Houston,3442,132.68,5.22,Rail,Route B,162.0,Fail,20311.98,0.01819301848049281,389,51.758632911392404,99.35102858154647,31.369999999999997
Accessories,SKU-000302,45.42,0,101,4587.42,850,23.31,538,7.29,DHL,91.8,Supplier C,Chicago,996,52.45,4.31,Rail,Route C,155.54,Pass,4534.97,0.17031539888682745,312,44.97470588235294,98.85665581089152,30.599999999999998
Skincare,SKU-000303,158.12,1,456,72102.72,319,12.54,561,5.15,USPS,84.13,Supplier D,Miami,1646,47.01,6.48,Road,Route A,136.74,Pass,72055.71,0.14969750889679714,-242,157.77400437636763,99.9348013500739,17.689999999999998
Accessories,SKU-000304,76.52,1,289,22114.28,723,25.0,486,14.02,UPS,33.27,Supplier C,Chicago,3226,44.08,3.64,Rail,Route C,308.64,Pass,22070.199999999997,0.06831622176591376,237,76.25613793103447,99.80067178311933,39.019999999999996
Cosmetics,SKU-000305,20.99,0,134,2812.66,750,5.95,324,2.74,FedEx,79.98,Supplier B,Dallas,783,26.0,2.31,Sea,Route A,197.65,Pass,2786.66,0.2460923076923077,426,20.834518518518518,99.0756081431812,8.690000000000001
Fragrances,SKU-000306,194.13,0,492,95511.96,808,1.88,163,10.13,USPS,7.97,Supplier B,Chicago,1395,89.32,4.7,Road,Route B,419.16,Pass,95422.64,0.04859756097560976,645,193.7362271805274,99.90648291585681,12.010000000000002
Skincare,SKU-000307,177.92,0,406,72235.52,949,6.93,130,1.74,USPS,96.85,Supplier D,Los Angeles,1485,29.39,5.61,Rail,Route B,132.78,Fail,72206.13,0.7393129770992366,819,177.48285012285012,99.959313645143,8.67
Fragrances,SKU-000308,186.27,0,120,22352.4,777,10.87,251,7.25,FedEx,55.03,Supplier F,Miami,1042,66.57,1.43,Sea,Route D,259.08,Fail,22285.83,0.21837301587301589,526,184.7305785123967,99.7021796317174,18.119999999999997
Accessories,SKU-000309,199.03,1,363,72247.89,364,15.81,519,8.76,DHL,33.81,Supplier C,Seattle,3380,71.84,5.57,Sea,Route D,56.15,Fail,72176.05,0.06501923076923077,-155,198.4832142857143,99.90056457012102,24.57
Accessories,SKU-000310,43.04,0,148,6369.92,974,18.84,573,5.17,UPS,39.45,Supplier F,New York,1133,7.97,3.19,Air,Route C,266.76,Pass,6361.95,0.06872822299651568,401,42.75114093959731,99.87488068923942,24.009999999999998
Skincare,SKU-000311,85.29,1,493,42047.97,900,27.41,292,7.37,DHL,11.31,Supplier H,Seattle,2886,7.44,3.92,Sea,Route B,75.13,Pass,42040.53,0.038600682593856656,608,85.11734817813766,99.98230592344885,34.78
Cosmetics,SKU-000312,154.07,0,444,68407.08,951,15.79,192,3.29,USPS,98.99,Supplier C,San Francisco,2333,80.43,2.79,Sea,Route D,489.98,Pass,68326.65000000001,0.5129015544041451,759,153.72377528089888,99.88242445080247,19.08
Haircare,SKU-000313,142.24,0,282,40111.68,938,15.54,26,5.26,UPS,8.73,Supplier E,Chicago,3745,105.93,9.31,Air,Route B,405.77,Pass,40005.75,0.32333333333333336,912,141.7373851590106,99.73591233276692,20.799999999999997
Skincare,SKU-000314,39.24,1,108,4237.92,994,2.46,174,9.7,Amazon Logistics,67.22,Supplier C,Houston,1720,141.61,6.83,Air,Route A,270.55,Pass,4096.31,0.3841142857142857,820,38.88,96.65850228413939,12.16
Haircare,SKU-000315,165.01,0,261,43067.61,217,2.01,541,5.23,USPS,47.06,Supplier B,Seattle,3635,30.97,2.62,Road,Route D,88.96,Fail,43036.64,0.08682656826568266,-324,164.38019083969465,99.9280898104167,7.24
Haircare,SKU-000316,52.64,0,347,18266.08,388,16.98,565,13.6,DHL,95.15,Supplier A,Atlanta,3305,19.97,6.45,Sea,Route C,316.6,Fail,18246.11,0.16810954063604241,-177,52.48873563218391,99.89067167120696,30.58
Cosmetics,SKU-000317,52.53,0,113,5935.89,242,13.71,567,9.8,DHL,28.37,Supplier G,Dallas,2982,12.55,8.49,Road,Route D,391.44,Fail,5923.34,0.04994718309859155,-325,52.06921052631579,99.78857424918588,23.51
Haircare,SKU-000318,112.03,0,223,24982.69,502,25.34,537,7.14,DHL,55.55,Supplier A,Seattle,270,68.23,4.02,Road,Route B,135.82,Pass,24914.46,0.10325278810408921,-35,111.52986607142857,99.72689089925865,32.48
Haircare,SKU-000319,122.66,1,258,31646.28,332,5.66,234,1.54,FedEx,50.82,Supplier A,Boston,1653,95.36,8.3,Rail,Route E,305.69,Pass,31550.92,0.21625531914893617,98,122.18640926640926,99.6986691642746,7.2
Cosmetics,SKU-000320,120.22,1,161,19355.42,385,1.72,153,7.99,USPS,71.77,Supplier A,Miami,3997,126.88,1.54,Road,Route E,416.39,Pass,19228.539999999997,0.46603896103896103,232,119.4779012345679,99.34447302099359,9.71
Haircare,SKU-000321,27.38,0,259,7091.42,439,14.02,304,11.71,UPS,11.46,Supplier G,Dallas,1695,103.98,8.23,Road,Route B,395.71,Pass,6987.4400000000005,0.03757377049180328,135,27.27469230769231,98.53372103189488,25.73
Haircare,SKU-000322,176.72,0,284,50188.48,574,7.89,145,4.72,DHL,23.41,Supplier F,Houston,1723,35.21,5.4,Road,Route A,411.35,Fail,50153.270000000004,0.16034246575342465,429,176.09992982456143,99.92984445832988,12.61
Haircare,SKU-000323,60.46,0,174,10520.04,289,2.44,458,12.29,DHL,25.38,Supplier G,San Francisco,4222,71.96,2.23,Road,Route D,445.7,Fail,10448.080000000002,0.05529411764705882,-169,60.11451428571429,99.31597218261528,14.729999999999999
Skincare,SKU-000324,34.61,1,496,17166.56,881,22.01,171,4.53,FedEx,75.12,Supplier F,Seattle,1191,137.0,4.07,Air,Route E,471.96,Fail,17029.56,0.43674418604651166,710,34.54036217303823,99.20193678873345,26.540000000000003
Skincare,SKU-000325,178.86,1,350,62601.0,532,4.24,350,12.53,UPS,22.97,Supplier G,Miami,2937,52.38,9.88,Sea,Route A,232.48,Fail,62548.62,0.06544159544159543,182,178.35042735042734,99.9163272152202,16.77
Skincare,SKU-000326,191.57,1,17,3256.69,708,18.64,557,2.19,USPS,59.48,Supplier G,New York,507,77.32,7.84,Rail,Route B,305.95,Fail,3179.37,0.10659498207885304,151,180.9272222222222,97.62581025519775,20.830000000000002
Cosmetics,SKU-000327,173.8,1,293,50923.4,765,9.15,402,13.13,Amazon Logistics,25.45,Supplier C,Miami,4269,143.99,5.75,Air,Route A,405.8,Pass,50779.41,0.06315136476426798,363,173.20884353741496,99.71724197520197,22.28
Accessories,SKU-000328,163.81,0,14,2293.34,641,6.03,134,7.99,FedEx,86.85,Supplier F,Miami,779,111.53,1.15,Rail,Route B,363.71,Pass,2181.81,0.6433333333333333,507,152.88933333333335,95.13678739305989,14.02
Haircare,SKU-000329,134.5,0,154,20713.0,940,12.01,501,5.15,USPS,94.51,Supplier C,Dallas,336,113.42,4.18,Rail,Route D,497.98,Pass,20599.58,0.18826693227091634,439,133.63225806451612,99.4524211847632,17.16
Haircare,SKU-000330,114.66,0,110,12612.6,604,24.24,303,4.71,Amazon Logistics,54.26,Supplier E,New York,2874,41.59,2.63,Air,Route A,56.15,Pass,12571.01,0.17848684210526314,301,113.62702702702703,99.6702503845361,28.95
Cosmetics,SKU-000331,26.53,1,173,4589.69,507,12.37,94,7.05,DHL,38.47,Supplier C,Miami,3537,65.13,0.71,Road,Route D,209.81,Fail,4524.5599999999995,0.4049473684210526,413,26.377528735632183,98.58094991164981,19.419999999999998
Haircare,SKU-000332,87.61,0,383,33554.63,138,22.77,185,14.99,DHL,27.24,Supplier A,Boston,3457,16.94,5.42,Air,Route A,176.46,Pass,33537.689999999995,0.1464516129032258,-47,87.38184895833332,99.94951516377918,37.76
Skincare,SKU-000333,80.81,1,156,12606.36,709,4.64,208,4.08,UPS,9.73,Supplier D,Seattle,2977,92.95,8.89,Rail,Route B,168.04,Fail,12513.41,0.04655502392344498,501,80.29528662420383,99.26267376149815,8.719999999999999
Accessories,SKU-000334,59.35,1,73,4332.55,144,23.41,97,2.45,Amazon Logistics,30.51,Supplier D,Seattle,2523,20.04,6.76,Rail,Route B,150.14,Fail,4312.51,0.3113265306122449,47,58.54797297297298,99.53745484760707,25.86
Fragrances,SKU-000335,147.45,0,100,14745.0,501,7.87,40,9.19,DHL,67.15,Supplier B,Boston,4814,126.21,2.5,Road,Route A,369.11,Pass,14618.79,1.6378048780487806,461,145.990099009901,99.14404883011191,17.06
Haircare,SKU-000336,104.22,0,126,13131.72,477,20.64,585,7.84,DHL,55.69,Supplier B,Seattle,3247,123.11,5.74,Air,Route B,88.14,Pass,13008.609999999999,0.09503412969283276,-108,103.39937007874015,99.06249904810642,28.48
Skincare,SKU-000337,25.4,0,363,9220.2,200,17.41,203,8.34,UPS,94.68,Supplier H,Miami,1132,82.37,9.43,Sea,Route C,383.72,Pass,9137.83,0.4641176470588236,-3,25.33021978021978,99.1066354309017,25.75
Fragrances,SKU-000338,51.83,1,276,14305.08,563,27.95,241,10.34,USPS,42.65,Supplier C,San Francisco,2954,25.47,7.23,Rail,Route C,362.04,Pass,14279.61,0.1762396694214876,322,51.6428880866426,99.82195136273269,38.29
Accessories,SKU-000339,139.82,1,319,44602.58,425,12.23,347,4.74,DHL,70.92,Supplier G,Miami,3040,8.71,6.89,Air,Route D,162.86,Fail,44593.87,0.20379310344827586,78,139.3830625,99.98047198166564,16.97
Fragrances,SKU-000340,24.46,0,182,4451.72,71,2.92,198,13.75,FedEx,51.49,Supplier G,Dallas,3801,120.52,9.68,Road,Route C,163.78,Pass,4331.2,0.25874371859296486,-127,24.32633879781421,97.29273179804659,16.67
Skincare,SKU-000341,171.73,0,56,9616.88,932,1.56,131,7.1,FedEx,53.69,Supplier D,Atlanta,4170,92.02,7.99,Road,Route C,332.99,Pass,9524.859999999999,0.40674242424242424,801,168.71719298245614,99.04314081074111,8.66
Fragrances,SKU-000342,104.08,1,149,15507.92,362,24.98,78,2.81,USPS,30.44,Supplier A,San Francisco,3232,108.08,1.37,Sea,Route E,392.98,Pass,15399.84,0.38531645569620254,284,103.38613333333333,99.30306578831977,27.79
Cosmetics,SKU-000343,101.31,0,255,25834.05,889,16.22,346,11.39,Amazon Logistics,48.22,Supplier F,Houston,3560,49.05,3.48,Rail,Route E,444.42,Fail,25785.0,0.13896253602305475,543,100.9142578125,99.81013429950009,27.61
Fragrances,SKU-000344,122.56,1,158,19364.48,568,23.48,210,10.0,UPS,49.72,Supplier A,Houston,2023,78.87,9.65,Sea,Route E,433.46,Pass,19285.61,0.23563981042654028,358,121.78918238993711,99.5927078857785,33.480000000000004
Haircare,SKU-000345,166.69,1,255,42505.95,255,7.8,219,5.42,FedEx,72.13,Supplier H,San Francisco,733,113.34,4.9,Sea,Route E,484.2,Pass,42392.61,0.32786363636363636,36,166.0388671875,99.733354977362,13.219999999999999
Haircare,SKU-000346,76.08,0,404,30736.32,424,11.01,331,9.7,FedEx,94.36,Supplier A,Miami,4203,72.07,1.12,Sea,Route B,311.62,Pass,30664.25,0.2842168674698795,93,75.89214814814815,99.76552170201248,20.71
